run,seconds
0,0.018946
0,0.018906
0,0.019979
0,0.020274
0,0.022177
0,0.021499
0,0.019686
0,0.031019
0,0.023198
0,0.019200
0,0.018936
0,0.016450
0,0.020503
0,0.021006
0,0.026658
0,0.024147
0,0.023682
0,0.019727
0,0.016008
0,0.017680
0,0.016709
0,0.017421
0,0.020127
0,0.015715
0,0.017246
0,0.019118
0,0.018006
0,0.025573
0,0.030631
0,0.023989
0,0.018395
0,0.017603
0,0.020312
0,0.017019
0,0.017397
0,0.020164
0,0.018668
0,0.020369
0,0.016358
0,0.016937
0,0.018508
0,0.017726
0,0.015815
0,0.019249
0,0.018062
0,0.018286
0,0.019539
0,0.016149
0,0.029696
0,0.031148
0,0.027963
0,0.022193
0,0.019811
0,0.016558
0,0.016908
0,0.017002
0,0.016826
0,0.017865
0,0.020096
0,0.017157
0,0.019917
0,0.027610
0,0.024110
0,0.019189
0,0.018682
0,0.017176
0,0.018288
0,0.025760
0,0.021880
0,0.021630
0,0.019671
0,0.018684
0,0.020419
0,0.019250
0,0.018066
0,0.017091
0,0.017706
0,0.017892
0,0.020879
0,0.018667
0,0.018284
0,0.016847
0,0.022196
0,0.017739
0,0.019790
0,0.019453
0,0.019911
0,0.023341
0,0.032931
0,0.021735
0,0.022158
0,0.019270
0,0.019411
0,0.020216
0,0.021651
0,0.028657
0,0.023760
0,0.018020
0,0.016921
0,0.020062
0,0.019110
0,0.018748
0,0.018846
0,0.019155
0,0.015987
0,0.016861
0,0.019088
0,0.027320
0,0.022566
0,0.020182
0,0.020279
0,0.019020
0,0.021477
0,0.020916
0,0.022406
0,0.020562
0,0.018174
0,0.017122
0,0.018213
0,0.019085
0,0.016378
0,0.020464
0,0.019111
0,0.019508
0,0.017290
0,0.017182
0,0.016969
0,0.025797
0,0.023003
0,0.020388
0,0.017392
0,0.023427
0,0.024768
0,0.018321
0,0.016205
0,0.018471
0,0.022172
0,0.024903
0,0.021172
0,0.019976
0,0.021088
0,0.022550
0,0.017519
0,0.018576
0,0.023261
0,0.016761
0,0.030967
0,0.028287
0,0.022746
0,0.018817
0,0.018215
0,0.018566
0,0.015826
0,0.021527
0,0.018558
0,0.023464
0,0.025321
0,0.024809
0,0.020002
0,0.020406
0,0.020695
0,0.018990
0,0.017000
0,0.016990
0,0.017033
0,0.018579
0,0.026778
0,0.019438
0,0.018625
0,0.018575
0,0.023071
0,0.018500
0,0.018083
0,0.019693
0,0.022557
0,0.027246
0,0.021605
0,0.022193
0,0.018633
0,0.017775
0,0.020123
0,0.020234
0,0.018504
0,0.018869
0,0.021819
0,0.040492
0,0.024727
0,0.024660
0,0.018632
0,0.020348
0,0.016755
0,0.018247
0,0.018453
0,0.019398
0,0.020116
0,0.017020
0,0.021675
0,0.019568
0,0.018227
0,0.022126
0,0.018001
0,0.019664
0,0.024079
0,0.022426
0,0.032689
0,0.017315
0,0.019198
0,0.016816
0,0.017267
0,0.022092
0,0.018191
0,0.016102
0,0.020036
0,0.024887
0,0.025787
0,0.021097
0,0.019855
0,0.016744
0,0.017969
0,0.020342
0,0.017246
0,0.016715
0,0.018325
0,0.019664
0,0.024759
0,0.021229
0,0.018951
0,0.017306
0,0.017521
0,0.019374
0,0.018480
0,0.018182
0,0.016947
0,0.020568
0,0.020472
0,0.021768
0,0.024353
0,0.026248
0,0.021941
0,0.022251
0,0.016839
0,0.016095
0,0.017669
0,0.019401
0,0.031119
0,0.018910
0,0.017840
0,0.021776
0,0.026154
0,0.023961
0,0.019154
0,0.017048
0,0.021800
0,0.019550
0,0.019148
0,0.019474
0,0.016470
0,0.018961
0,0.019064
0,0.019545
0,0.024926
0,0.017484
0,0.019969
0,0.017655
0,0.028925
0,0.023638
0,0.022436
0,0.024537
0,0.021995
0,0.019366
0,0.020279
0,0.021701
0,0.018886
0,0.017455
0,0.017995
0,0.020330
0,0.027289
0,0.025858
0,0.019860
0,0.018173
0,0.016989
0,0.019235
0,0.019087
0,0.025595
0,0.028074
0,0.024006
0,0.020924
0,0.020007
0,0.017396
0,0.022248
0,0.028784
0,0.023982
0,0.018314
0,0.017575
0,0.020105
0,0.019844
0,0.025521
0,0.018295
0,0.016501
0,0.017808
0,0.016982
0,0.019981
0,0.024738
0,0.020003
0,0.019073
0,0.017984
0,0.022285
0,0.018305
0,0.019118
0,0.017741
0,0.017278
0,0.023245
0,0.020174
0,0.020791
0,0.017899
0,0.017084
0,0.024250
0,0.018398
0,0.016380
0,0.018470
0,0.017758
0,0.018218
0,0.026438
0,0.023268
0,0.020379
0,0.020766
0,0.019792
0,0.016798
0,0.017967
0,0.018765
0,0.017966
0,0.020456
0,0.022685
0,0.017124
0,0.021954
0,0.020179
0,0.025829
0,0.015884
0,0.017437
0,0.020343
0,0.017961
0,0.018663
0,0.023826
0,0.023272
0,0.021554
0,0.017021
0,0.021284
0,0.021886
0,0.018139
0,0.026429
0,0.022008
0,0.024291
0,0.020048
0,0.017363
0,0.018436
0,0.018976
0,0.018221
0,0.019949
0,0.023269
0,0.025895
0,0.022210
0,0.026015
0,0.018622
0,0.018459
0,0.018142
0,0.017494
0,0.019222
0,0.018564
0,0.017050
0,0.017594
0,0.016924
0,0.020372
0,0.020453
0,0.019116
0,0.019717
0,0.018293
0,0.021029
0,0.019844
0,0.016609
0,0.019198
0,0.024950
0,0.025213
0,0.029133
0,0.019500
0,0.018184
0,0.017687
0,0.018234
0,0.017311
0,0.016790
0,0.019015
0,0.019114
0,0.023710
0,0.027868
0,0.021803
0,0.019622
0,0.019862
0,0.018205
0,0.018857
0,0.019686
0,0.019953
0,0.018401
0,0.020314
0,0.028459
0,0.015515
0,0.018999
0,0.019948
0,0.019703
0,0.018437
0,0.018825
0,0.022031
0,0.029164
0,0.022753
0,0.019324
0,0.019452
0,0.020767
0,0.019752
0,0.016694
0,0.018654
0,0.015482
0,0.018342
0,0.026454
0,0.030737
0,0.023214
0,0.020465
0,0.018803
0,0.017962
0,0.018563
0,0.015970
0,0.016376
0,0.018416
0,0.017692
0,0.018572
0,0.019716
0,0.023762
0,0.016851
0,0.023381
0,0.016249
0,0.021275
0,0.018430
0,0.019751
0,0.024142
0,0.020815
0,0.022423
0,0.020611
0,0.028351
0,0.023174
0,0.021004
0,0.017328
0,0.018336
0,0.018884
0,0.018943
0,0.019513
0,0.018229
0,0.020030
0,0.022083
0,0.026089
0,0.025133
0,0.019764
0,0.021088
0,0.020961
0,0.024656
0,0.018785
0,0.017205
0,0.017471
0,0.021458
0,0.020453
0,0.017828
0,0.019431
0,0.017637
0,0.022780
0,0.019875
0,0.020992
0,0.024586
0,0.023348
0,0.025645
0,0.020831
0,0.020413
0,0.021248
0,0.021434
0,0.023512
0,0.019525
0,0.021662
0,0.028323
0,0.027425
0,0.017492
0,0.019813
0,0.016978
0,0.019093
0,0.019575
0,0.017612
0,0.016040
0,0.023554
0,0.016826
0,0.019835
0,0.017391
0,0.017804
0,0.020340
0,0.019263
0,0.023368
0,0.025991
0,0.021945
0,0.019948
0,0.027976
0,0.022543
0,0.019806
0,0.020934
0,0.017183
0,0.020036
0,0.020199
0,0.018019
0,0.021418
0,0.026525
0,0.025852
0,0.019155
0,0.016004
0,0.018070
0,0.018498
0,0.019939
0,0.026236
0,0.021884
0,0.020326
0,0.020728
0,0.021106
0,0.018812
0,0.018414
0,0.018481
0,0.017086
0,0.018348
0,0.018272
0,0.018164
0,0.017336
0,0.018344
0,0.021537
0,0.021127
0,0.017109
0,0.018343
0,0.019273
0,0.023079
0,0.017163
0,0.030879
0,0.023261
0,0.017670
0,0.020527
0,0.018451
0,0.016970
0,0.017519
0,0.019142
0,0.020613
0,0.022947
0,0.020450
0,0.019975
0,0.022121
0,0.023812
0,0.020702
0,0.019674
0,0.017357
0,0.018771
0,0.018922
0,0.028003
0,0.028587
0,0.023887
0,0.020040
0,0.017109
0,0.018910
0,0.017027
0,0.017674
0,0.021802
0,0.017587
0,0.017894
0,0.017194
0,0.020461
0,0.029968
0,0.018863
0,0.021256
0,0.020217
0,0.022367
0,0.023565
0,0.028230
0,0.019409
0,0.019561
0,0.021645
0,0.018250
0,0.021226
0,0.017447
0,0.017334
0,0.021735
0,0.020939
0,0.018821
0,0.018653
0,0.020356
0,0.018799
0,0.020595
0,0.017594
0,0.025757
0,0.022740
0,0.024491
0,0.017149
0,0.026278
0,0.021107
0,0.017029
0,0.019992
0,0.017187
0,0.017707
0,0.020642
0,0.024538
0,0.027309
0,0.022626
0,0.021211
0,0.016715
0,0.016009
0,0.020515
0,0.016855
0,0.018570
0,0.019108
0,0.018800
0,0.019545
0,0.017459
0,0.026052
0,0.021266
0,0.017540
0,0.023508
0,0.018610
0,0.019089
0,0.026355
0,0.023586
0,0.022379
0,0.019918
0,0.018366
0,0.018376
0,0.017908
0,0.020012
0,0.016144
0,0.016761
0,0.018863
0,0.027425
0,0.027981
0,0.028211
0,0.020372
0,0.017082
0,0.022537
0,0.016791
0,0.017713
0,0.021083
0,0.021390
0,0.022031
0,0.017962
0,0.016951
0,0.015555
0,0.021335
0,0.019060
